98992903,187,2
98125685,251,13
98872303,176,7
74204598,607,7
98498349,40,5
96041004,32,7
99329308,26,4
99119388,24,3
99315105,298,2
99245441,92,5
98987555,12,3
99229650,18,2
98759679,189,5
98514081,125,2
99778373,22,3
99276161,25,5
98599061,128,2
98890422,123,4
99284140,44,6
97775052,11,55
99721033,29,5
98634833,361,6
99010258,416,3
99387192,7,2
99714270,225,14
99151521,215,17
99173030,502,6
99033238,154,2
98629555,108,2
99480597,71,2
99283049,154,8
98837339,296,3
99567645,213,2
99178181,432,2
99262531,0,2
99704257,24,3
99789076,153,5
98639270,17,3
99396906,624,2
98597183,1,2
98670229,9,3
98671416,49,6
99339364,36,10
99161984,8,7
98686376,1,2
99346853,397,6
99780576,118,2
99010258,213,7
99877585,224,5
99087672,44,5
99017052,60,14
98105838,77,9
99572067,363,5
99518418,103,2
99325836,122,2
98900800,237,4
99644858,418,13
99006501,11,6
99302194,4,4
99483538,408,2
99360686,5,4
99255777,393,2
98645173,44,16
99589893,34,3
98873678,2,10
84589612,33,23
99767172,48,4
98992407,10,16
98650087,381,2
99288859,2,3
99935643,41,30
99920550,253,3
98645696,39,2
99525112,73,2
99198947,8,7
98578463,76,2
99447134,74,2
99112829,23,18
98309430,37,3
98790657,21,3
99019412,102,7
98525129,192,5
25772183,284,4
99183978,144,2
99617075,49,13
97008162,127,8
99346544,133,4
99483538,205,2
71837028,127,3
98904093,5,2
98654318,81,6
99640864,420,2
99656070,221,48
99225488,41,12
99055332,24,3
70448194,84,2
99224395,80,2
99306444,93,7
99308393,361,2
92617428,48,5
99176262,82,2
99707148,95,2
99963606,139,3
99205343,243,2
99762328,59,3
99534246,7,7
99123069,31,8
99333180,63,2
98931783,20,3
98841895,144,2
97787490,64,6
98105838,220,12
98812414,205,2
99086137,5,4
98869466,368,16
98783635,28,2
99532892,107,3
97049610,82,2
99174696,461,6
99178181,372,2
99798230,194,5
98603678,81,5
99371474,517,2
98721214,230,6
99630700,226,2
99474490,99,5
98926917,30,14
98535344,37,8
98740086,434,9
98803056,504,7
98900800,380,4
99169891,46,5
99714270,511,4
98509072,277,3
99675068,8,10
99931746,8,7
99407338,16,3
99328418,35,5
98144726,1,2
99565125,161,2
60664714,39,2
99056633,84,5
99393020,942,10
99543094,29,3
99518333,9,2
99055332,213,6
99357976,21,13
98931892,57,6
99743570,27,7
94034881,341,5
98803056,89,2
99770714,434,8
99337231,75,5
99640864,480,6
98929662,128,3
98656062,94,2
99415521,95,2
98520360,98,5
99730374,221,48
99622697,29,14
98510292,16,2
99173030,396,2
99573090,45,3
99375685,358,5
98509072,217,2
98854329,139,24
98634833,490,2
98122321,174,2
99721762,12,2
98918775,11,2
98844905,52,4
99154125,74,2
98540446,8,2
99652109,5,2
99548500,696,9
94687984,102,2
99194877,205,2
98682939,225,5
99582239,415,10
99351449,10,2
98653362,53,3
99707148,35,3
99920550,396,3
98682688,34,3
96547116,303,2
99535090,77,5
99138141,383,2
99008556,27,4
99681320,211,4
99590070,230,6
99928697,305,6
98774622,24,3
99047682,119,5
98668608,24,3
98533056,5,2
99337231,490,2
98364709,268,36
99851885,444,19
99357976,81,7
99251277,29,11
99283049,486,7
97801970,80,2
99770714,374,3
99846533,54,3
99791230,2,5
99651743,99,2
99826742,1,3
99813893,36,10
99589893,154,10
98618526,38,2
99963549,176,2
99215113,42,14
95712199,202,2
99547205,460,4
99843060,24,3
87975625,418,5
99148435,147,16
99743690,14,2
99148261,3,4
99589893,94,3
96255497,65,2
98537520,485,2
96547116,100,2
99646716,202,2
99423529,11,2
99336296,110,6
99085715,0,5
99430580,48,4
99171718,280,6
97312340,302,10
99672631,158,4
99543094,89,5
99875574,142,2
99055332,153,10
98759679,235,2
99561168,53,3
99171718,483,2
99739130,95,12
99925682,151,10
99163561,252,17
99446399,18,7
98846822,13,3
99216042,100,5
99066252,33,5
99148834,502,10
99446933,78,5
98811908,16,2
98677975,28,4
98512479,65,2
99057788,96,2
87035855,89,5
98364709,148,17
98556623,276,2
99046571,62,8
98656212,20,6
99568858,456,8
98556623,96,5
96223027,23,2
98618684,97,2
99183978,453,2
98812414,145,9
99877585,164,9
99737527,229,3
93592476,489,6
99174196,70,3
99463268,284,4
99714270,308,2
25772183,155,3
87035855,292,3
97680550,48,4
98429226,220,2
99834798,339,2
98174526,27,3
98397318,515,34
98533138,127,2
99618699,75,5
99177851,40,2
98745715,7,2
98670336,35,2
99963549,236,6
98599061,45,2
98571312,33,4
99194877,145,5
99845757,83,2
99761227,28,5
98998697,11,2
98550243,78,7
98919482,494,13
99590208,36,2
98550790,25,2
96860906,219,8
94034881,221,2
99963606,259,2
99087672,127,6
99046733,97,2
99574255,24,3
98843276,375,4
98926944,180,2
98603394,85,11
98918491,75,5
98855977,2,2
99308393,232,3
99591847,323,4
99215113,245,2
99925682,294,4
98740086,494,3
99557280,498,8
98880750,10,5
99027924,7,3
99458284,14,5
99572265,101,4
99154125,14,4
99793428,32,12
99521881,36,3
99950548,31,13
98881744,6,2
99646716,59,5
98629555,168,2
99173030,193,2
99572067,492,3
98595638,33,12
99296646,196,2
98520940,79,2
99446933,281,2
98134666,4,8
99719424,30,3
99172481,6,9
97705736,21,2
98608749,161,5
98918491,278,3
92670942,279,4
75294786,33,5
97309744,52,18
98504810,22,12
99863192,210,2
99656070,493,34
99322022,15,4
99174196,213,3
99296646,113,4
99473470,123,35
99335960,40,2
89117721,121,6
98964223,23,3
99922175,165,17
99493065,6,9
99737527,146,2
92133770,252,2
99283049,366,2
87035855,172,2
99435410,92,3
98360015,7,5
99192408,42,2
99270024,29,5
99590070,110,2
99925682,271,6
99592416,10,3
99739822,45,9
99667788,107,2
99156936,93,2
98350508,195,3
99645918,408,2
99446933,221,14
99463268,201,2
99547205,377,13
98695939,40,2
98629727,490,2
94202524,77,3
98668077,5,2
99644858,501,10
99293871,168,28
99656818,367,2
99640864,39,6
99087672,210,3
96860906,302,18
87975625,501,9
98803056,232,9
99928697,102,2
99225856,473,2
99205048,205,2
99396906,707,3
99584965,6,8
98759679,295,5
98755380,7,7
98890597,59,4
99281053,6,2
99899482,14,2
98689373,45,7
98093977,401,2
98611885,29,4
96952043,222,5
99174696,318,5
24694037,51,2
78149676,83,18
98804751,126,15
99851885,181,19
99656818,427,20
99300949,186,3
98926944,120,2
99336957,114,2
99340718,400,2
98760154,57,6
99324936,142,7
99300949,126,6
99478167,35,2
98837339,70,3
99557280,355,5
99420953,97,5
98688042,66,3
98479575,78,2
98665365,93,5
98679191,3,5
99616850,27,45
99854025,53,2
99045650,5,2
98414391,35,4
98550790,145,2
98685468,11,2
99325568,68,5
98992903,150,5
99564283,56,4
99314148,0,5
99951839,19,2
99474490,371,2
99322960,436,7
99004592,5,12
99296646,53,12
99935643,161,5
99222370,366,4
99286714,136,2
99156956,200,16
99681320,151,4
99557280,226,3
99618699,195,7
99320307,163,2
96952043,79,4
99178181,455,2
98257615,11,3
99753509,107,28
92133770,312,4
98718095,497,3
98881744,66,3
99151850,88,2
99619185,180,9
98547332,204,2
99308393,195,2
99590070,27,10
98614638,271,2
78149676,143,3
99202011,124,2
99834967,477,25
99768558,119,3
99205048,145,5
99899482,74,2
97309744,112,3
99463268,344,3
98740086,374,5
99814148,23,2
98995634,22,3
99216042,243,2
99205048,2,2
99043054,101,2
99352746,33,2
99093183,298,2
99483538,431,2
99360686,28,3
25142995,286,6
98645173,270,2
98919482,411,6
99545228,200,12
99737527,86,17
97960093,31,10
99473779,92,3
99723363,79,2
89117721,61,7
99788923,17,3
99334143,16,2
98841895,84,3
99216042,40,2
99346853,420,3
99157485,194,9
99473470,266,18
98240050,8,2
98496719,1,2
99046733,37,11
99875574,82,2
98105838,100,5
99148208,5,3
98812414,85,5
99017306,54,3
98272463,87,10
98654532,24,25
95598898,4,10
99171718,423,5
98638168,11,3
99322110,81,6
99877585,247,2
98682115,59,14
96870745,147,3
99539883,79,2
99804569,5,5
99532892,250,2
98665187,33,3
99483538,228,13
99391290,50,10
98637064,31,2
99467782,47,17
99787109,37,12
99205343,100,5
87035855,375,6
96255497,125,2
98364709,208,7
98480514,5,20
99935643,18,10
99155241,412,11
98759679,355,6
99148435,64,4
99245345,39,6
99635947,19,3
99323103,557,6
99787720,144,3
99843060,84,2
98578463,99,2
99529564,105,11
99913973,12,2
99342515,16,2
25772183,72,27
99315105,464,4
99198947,31,4
98859865,3,2
99151521,238,12
98752066,136,5
99087672,413,2
99043122,140,4
99644858,441,2
99142528,142,2
99600128,50,2
94034881,138,5
99551569,7,2
98854395,273,2
99474490,514,6
99093183,95,3
98842052,279,3
99770714,231,3
99347014,10,3
96564883,98,33
99174196,153,10
98780343,43,4
99518333,69,5
99343123,22,2
98134844,87,10
99814148,60,8
99668326,0,2
99205343,220,12
98935595,65,4
99323103,640,6
96547116,386,3
99963606,116,4
99337231,98,5
98105838,243,2
99899482,157,26
98593046,343,5
98783635,420,3
99360686,111,4
79246118,35,2
99608268,0,2
99483538,371,2
99323732,13,2
99174696,69,7
94226645,77,2
98931892,80,2
98520360,121,6
98842052,159,3
98854329,56,18
99893101,310,5
99205048,85,4
98700987,5,5
97008162,30,3
99371474,125,4
99931746,31,4
98533138,164,2
99315105,487,3
99055332,190,5
98651001,421,2
98967686,28,3
99463268,58,2
98503457,197,2
99931920,6,2
99656818,224,6
99336383,3,5
98611267,57,2
97049610,105,11
98629727,72,7
99065012,18,6
96177874,13,5
99565136,14,4
99085602,116,3
99169891,115,2
99217819,1,2
99010258,545,3
98509979,25,2
99595917,66,2
98803056,481,3
97312340,219,22
98364709,185,11
98567586,29,4
99447134,240,2
99087672,353,22
98682939,202,3
99447134,346,22
99415954,119,2
99792624,13,6
87975625,275,4
99138141,300,3
99499418,114,3
98531405,4,2
97680550,71,2
99672631,241,2
98172487,83,2
98990597,30,2
99308393,29,6
99183978,416,4
99092163,13,2
99383122,4,4
99110842,118,9
98668770,22,29
96768830,88,4
99846533,31,13
98863449,12,2
99055332,296,3
99172168,121,3
99963549,153,3
99617924,42,5
99728847,49,2
99596427,160,2
99308393,398,2
98523704,65,3
99331933,31,3
99308393,89,5
96547116,326,19
99557280,166,2
98784349,30,3
99477193,3,2
99348680,244,3
99328418,12,3
99426289,141,4
99583496,150,2
99499418,54,2
98603678,104,2
99704602,231,2
98599473,430,8
98873678,39,2
99730374,304,2
99532892,84,15
99798230,171,5
99228534,72,7
95841338,29,4
99662420,2,10
98560855,29,3
98650087,215,6
99899482,97,5
98651001,481,2
99336957,31,3
98082246,332,3
98547332,38,3
96848483,18,2
99557280,272,3
99110915,34,6
99453140,18,2
98757994,67,3
99618184,12,3
99589893,71,3
99547205,483,8
99346899,20,5
99228534,12,3
99215113,19,5
94034881,55,2
99359430,2,3
99483538,311,38
99862354,21,3
99266342,112,2
98682939,368,2
99572067,469,5
99109721,83,2
98629727,12,3
99348680,410,3
98556685,245,3
98520940,56,2
99138141,97,2
99739130,118,2
64438746,31,3
98757994,270,4
99446933,55,2
99557280,475,26
99216042,77,9
99333180,146,3
99616850,147,2
90436995,27,6
99055332,356,13
98499867,1,3
98093977,318,4
99474490,431,2
98833399,134,3
99057788,119,4
93618748,254,3
99257870,31,4
98520360,61,7
98645173,150,4
98650087,49,15
87035855,66,2
96255497,483,2
99293871,274,2
99350170,2,2
99730374,78,3
98571312,199,6
99167094,3,3
99682484,146,2
98598578,125,3
98172487,23,4
93972452,362,14
99543094,66,4
98689170,12,2
99791164,11,5
99503177,31,4
99177433,97,5
99322960,376,5
99205048,251,2
98397318,492,11
98533138,104,2
98854329,162,2
99261038,201,2
97705736,164,9
98670336,58,2
98429226,197,2
99656070,327,2
98650087,275,5
99336957,91,5
99177851,17,6
99484031,17,4
96255497,208,14
99298451,28,3
97030534,120,13
99512391,19,6
98772853,4,123
99578285,37,10
99337130,2,2
99713497,143,5
98759679,92,2
98514384,81,2
74204598,23,6
98350508,172,2
99138141,240,4
99338778,8,2
96870745,41,2
99157485,254,4
99590070,64,6
92133770,418,3
98690018,1,2
99963606,282,3
98558067,5,3
78149676,23,2
97230322,167,10
94109522,36,2
99375685,501,7
98674789,57,3
99257870,91,2
98918491,301,8
99092163,156,2
99489050,11,2
83332954,5,2
99202011,87,7
98364709,42,14
99752618,26,3
99788948,50,3
99656070,470,11
99473470,100,2
99138141,157,2
99375685,478,3
98504352,48,6
97221371,87,2
99600128,73,2
99215960,47,6
99173030,170,2
97230322,84,3
98093977,438,10
99564283,79,7
99155241,77,3
98512901,33,5
98682939,82,2
99474954,0,3
99174596,14,3
99293871,191,3
97188909,69,4
98642651,26,2
70042202,50,2
99447134,120,3
99739822,68,2
90327299,14,5
98653362,256,3
99963606,342,2
99205343,17,6
97400432,6,4
99310873,102,2
99446933,198,14
98559599,3,10
98964223,46,2
98843276,149,3
98838210,41,2
98656062,343,14
98803056,338,3
99055332,70,3
89117721,98,5
99208997,266,16
99300949,149,6
98540272,222,9
99458284,74,5
99199208,8,2
99815860,78,2
98088301,15,4
99702994,27,4
98597738,9,3
94317211,9,10
98575759,96,2
98593046,223,3
98890597,82,2
98759679,318,15
98990448,145,10
99205048,228,2
99603697,2,2
93291628,80,7
99788158,151,3
98520360,456,8
99788923,40,5
99323511,4,3
96710079,170,2
99096125,236,2
99730374,101,5
98783635,277,3
99472054,99,3
98309430,51,2
98832860,31,3
87975625,478,25
98910661,75,8
99527286,9,3
99222370,283,2
98448522,136,4
99117369,378,2
99547205,400,2
99187688,17,5
99473470,40,3
98587789,13,44
99157485,111,3
98854329,222,2
99277146,53,16
99029492,3,2
98930698,23,2
98648358,114,7
90436995,4,2
98607383,8,2
99863192,104,4
99737527,63,27
98695939,17,2
98831068,3,7
99172168,38,7
99099237,9,3
99730374,18,6
99656818,58,18
98760154,34,2
98838210,124,2
99335367,29,22
99674231,29,3
99014436,192,5
97183802,55,4
98632860,172,6
99561168,76,2
99463268,118,3
99548429,18,29
99420953,14,8
99739822,8,33
99596418,46,16
99557280,249,2
99476809,15,9
98375965,106,6
99308393,172,2
97238475,207,3
96860906,339,2
99151850,65,6
98837339,107,3
96255497,88,5
99495145,278,16
99574376,147,3
96495153,136,2
89117721,181,19
99704602,208,2
98656062,403,2
98628346,33,3
99093183,464,4
98727185,61,7
99310873,162,2
98653362,196,18
99119388,70,3
99744152,56,7
99322960,459,3
99580815,10,6
74204598,215,5
99446654,42,2
99556140,5,3
98414391,12,7
98575759,36,2
98397318,432,3
87035855,209,3
99133398,89,4
98931039,2,2
99063091,12,2
94317211,69,3
97309744,89,2
98670336,118,3
81462656,50,4
99278108,154,10
99348522,42,6
99392811,29,4
39655788,23,5
99827196,10,2
99155241,389,6
92133770,335,59
99324936,119,5
96644213,23,3
99100060,11,4
96255497,291,2
99656070,410,2
97030534,60,4
99762523,45,4
99681320,128,2
99194877,228,2
99640864,374,5
97801970,20,2
99424816,11,2
99092163,73,2
99532892,24,3
99046571,99,8
99341865,114,2
98515093,114,3
99216042,17,6
99333180,206,2
99371474,351,2
99572067,409,2
98125685,265,4
99724863,101,3
99652220,30,3
95831076,65,3
99337231,241,2
99448653,162,3
98682115,36,2
99174696,295,5
98689512,12,2
91207020,121,5
94034881,115,2
99851885,490,2
99340718,483,2
98550790,108,5
98682939,285,24
98830453,17,3
99335960,77,5
99785312,3,8
98369294,28,3
98918491,361,6
99928697,471,6
99447134,263,14
99768558,96,2
98679794,63,7
87975625,335,3
99010258,605,3
99529564,82,2
98757994,150,2
98518666,65,2
99225856,55,18
99946370,470,2
99490611,18,2
96860906,136,5
99142528,165,12
97238475,4,2
99488891,54,20
